#髪型設定ファイル,
#アイテムの髪設定,,,,,ウィンドウ表示メッセージ,
#アイテムID,性別,髪型ID,髪型オプションID,管理グループ,髪型名,オプション名,髪型変更前NPCセリフ,髪型変更後NPCセリフ,備考,
10075222,1,125,56,0,真夏☆の髪型,なし,わぁ～お?$R君は『真夏の紹介状☆』を$R持っているのかい！？$R$R$R夏の思い出を$R僕と一緒に作ろうじゃないか！$R$R$Rどうだい？$R『真夏の紹介状☆』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,真夏の紹介状☆,
10075220,0,118,-1,0,星屑の髪型,なし,わぁ～お?$R君は『星屑の紹介状』を$R持っているのかい！？$R$R$R……フン?フフ～ン?$R夜空に広がる星達って$Rなんだかとってもロマンチックな$R気分になっちゃうよね?$R$R$Rって、興味が……なさそうな$R顔をしているね……。$R$R$Rさ、さぁ『星屑の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,星屑の紹介状,
10075220,1,118,84,0,星屑の髪型,なし,わぁ～お?$R君は『星屑の紹介状』を$R持っているのかい！？$R$R$R……フン?フフ～ン?$R夜空に広がる星達って$Rなんだかとってもロマンチックな$R気分になっちゃうよね?$R$R$Rって、興味が……なさそうな$R顔をしているね……。$R$R$Rさ、さぁ『星屑の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,星屑の紹介状,
10075221,2,119,85,0,しっかりポニーテール,なし,わぁ～お?$R君は『縁日の紹介状』を$R持っているのかい！？$R$R$R……フン?フフ～ン?$R遠くから聞こえる祭り囃～?$R$Rお祭りってなんだかわくわくした$R気分になっちゃうよね?$R$R$Rって、興味が……なさそうな$R顔をしているね……。$R$R$Rさ、さぁ『縁日の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,縁日の紹介状,
10075221,2,120,86,1,サイドテールのショートカット,なし,わぁ～お?$R君は『縁日の紹介状』を$R持っているのかい！？$R$R$R……フン?フフ～ン?$R遠くから聞こえる祭り囃～?$R$Rお祭りってなんだかわくわくした$R気分になっちゃうよね?$R$R$Rって、興味が……なさそうな$R顔をしているね……。$R$R$Rさ、さぁ『縁日の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,縁日の紹介状,
10075223,0,123,-1,0,超キティラーの髪型,なし,わぁ～お?$R君は『超キティラーの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『超キティラーの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,超キティラーの紹介状,
10075223,1,124,87,0,超キティラーの髪型,なし,わぁ～お?$R君は『超キティラーの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『超キティラーの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,超キティラーの紹介状,
10075224,2,126,-1,0,ショートボブ,なし,わぁ～お?$R君は『収穫祭の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『収穫祭の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,収穫祭の紹介状,
10075224,2,127,-1,1,ロング三つ編みおさげ（ツイン）,なし,わぁ～お?$R君は『収穫祭の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『収穫祭の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,収穫祭の紹介状,
10075225,2,128,-1,0,スタイリッシュセミロング,なし,わぁ～お?$R君は『トップモデルの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『トップモデルの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,トップモデルの紹介状,
10075225,2,129,89,1,ゆる巻きロング,付け毛（リボン）付き,わぁ～お?$R君は『トップモデルの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『トップモデルの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R付け毛の方が気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,トップモデルの紹介状,
10075225,2,129,-1,1,ゆる巻きロング,付け毛（リボン）無し,わぁ～お?$R君は『トップモデルの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『トップモデルの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり、付け毛が欲しいって言うなら$Rいつでも付けてあげるから$Rまたおいでよ。,トップモデルの紹介状,
10075226,2,130,90,0,しっとりロング,付け毛（きつね耳）付き,わぁ～お?$R君は『物怪の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『物怪の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R付け毛の方が気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,物怪の紹介状,
10075226,2,130,91,0,しっとりロング,付け毛（たぬき耳）付き,わぁ～お?$R君は『物怪の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『物怪の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R付け毛の方が気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,物怪の紹介状,
10075226,2,130,-1,0,しっとりロング,付け毛無し,わぁ～お?$R君は『物怪の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『物怪の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり、付け毛が欲しいって言うなら$Rいつでも付けてあげるから$Rまたおいでよ。,物怪の紹介状,
10075226,2,131,90,1,くるふわボブ,付け毛（きつね耳）付き,わぁ～お?$R君は『物怪の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『物怪の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R付け毛の方が気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,物怪の紹介状,
10075226,2,131,91,1,くるふわボブ,付け毛（たぬき耳）付き,わぁ～お?$R君は『物怪の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『物怪の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R付け毛の方が気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,物怪の紹介状,
10075226,2,131,-1,1,くるふわボブ,付け毛無し,わぁ～お?$R君は『物怪の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『物怪の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり、付け毛が欲しいって言うなら$Rいつでも付けてあげるから$Rまたおいでよ。,物怪の紹介状,
10075227,2,132,-1,0,ウルフヘアー,なし,わぁ～お?$R君は『イタズラっ子の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『イタズラっ子の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,イタズラっ子の紹介状,
10075227,2,133,92,1,縦ロールショートツインテール,なし,わぁ～お?$R君は『イタズラっ子の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『イタズラっ子の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,イタズラっ子の紹介状,
10075228,2,134,-1,0,チルドレンショート,なし,わぁ～お?$R君は『エミリーの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『エミリーの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,エミリーの紹介状,
