#npc2はガンホー社で管理をしています。ＨＬ側で勝手に触らないように注意！！！,,,,,,,,,,,,,,,,
#海外系のNPCに関しては、HL側で空いている位置に追加して欲しい、との話があったので、専用のID系列を設けました。（081126）,,,,,,,,,,,,,,,,
#, 韓国用,…18010000系列,,,,,,,,,,,,,,
#, タイ用,…18020000系列,,,,,,,,,,,,,,
#, 香港＆台湾用,…18030000系列,,,,,,,,,,,,,,
#, インドネシア用,…18040000系列,,,,,,,,,,,,,,
#, シンガポール用,…18050000系列,,,,,,,,,,,,,,
#, 中国用,…18060000系列,,,,,,,,,,,,,,
#以下、国が増えるごとに+10000して行ってください。,,,,,,,,,,,,,,,,
#（※ 081126以前に追加したNPCに関しては、上記のルールに従っていません。）,,,,,,,,,,,,,,,,
#ただし、海外系を追加した場合、データを送る際にNPCのIDも併せて伝えてください。,,,,,,,,,,,,,,,,
#NPCID,NAME,MAPID,座標Ｘ,座標Ｙ,方向,scale,ＥＶＥＮＴＩＤ,NOTOUCH,ＰＩＣＴＩＤ,初期モーション,透明度(0~255)この値を 0 以外にすると重くなるので注意してください,デフォルト表示,円形影の描画,FLAG,NPC表示設定,
#10000000,,0,,,,,,,,,,,,,,
18001172,ラヴィエッタ,10023000,128,202,5,1,18001172,0,18001045,111,0,2,0,6.00E+93,1,
18001173,ティグレット,10024000,157,158,3,1,18001173,0,18001115,111,0,2,0,6.00E+90,1,
18001174,ティグレット,50072000,12,3,0,1,18001174,0,18001115,111,0,2,0,6.00E+91,1,
#DEMカスタマイズ出張所用NPC追加分,,,,,,,,,,,,,,,,
18001175,ＤＥＭ研究員,30010010,3,1,0,1,18001175,0,18001175,111,0,1,0,0,0,
18001176,ＤＥＭ研究員,10018100,200,61,1,1,18001176,0,18001176,111,0,1,0,0,0,
18001177,ＤＥＭ研究員,10046000,176,222,5,1,18001177,0,18001177,111,0,1,0,0,0,
18001178,ＤＥＭ研究員,10001000,102,22,2,1,18001178,0,18001178,111,0,1,0,0,0,
18001179,ＤＥＭ研究員,10035000,59,185,3,1,18001179,0,18001179,111,0,1,0,0,0,
18001180,ＤＥＭ研究員,11024000,189,187,7,1,18001180,0,18001180,111,0,1,0,0,0,
#イリスと記憶の書架（7章）,,,,,,,,,,,,,,,,
#18001181, ,0,0,0,0,0,0,0,18001181,0,0,0,0,0,0,# PICTID様に確保
#イリスと記憶の書架（8章）,,,,,,,,,,,,,,,,
18001182, ,50215000,14,35,4,1,18001182,1,18000359,111,0,2,0,8.00E+30,1,
18001183, ,50215000,13,35,4,1,18001183,1,18000359,111,0,2,0,8.00E+30,1,
18001184, ,50215000,12,35,4,1,18001184,1,18000359,111,0,2,0,8.00E+30,1,
#18001185,悩めるミリアム,10023000,109,130,7,1,18001185,0,18001185,111,0,2,0,7.00E+01,0,
#18001186,悩めるミリアム,50215000,16,27,2,1,18001186,0,18001185,111,0,2,0,7.00E+02,1,
#18001187, ,50215000,22,33,1,1,18001187,0,16990000,111,0,2,0,8.00E+63,0,
#18001188,受付嬢今月のPICTID用に確保,-,-,-,-,-,18001188,0,18001188,111,0,1,0,0,0,
#18001189, ,10024000,53,134,6,1,18001189,0,16990000,111,0,2,0,7.00E+05,0,
#18001190, ,10023000,172,109,0,1,18001190,0,18001188,111,0,2,0,7.00E+03,1,
#18001191, ,10023000,201,126,6,1,18001191,0,16990000,111,0,2,0,7.00E+03,1,
#18001192, ,10023000,162,104,0,1,18001192,1,18000359,111,0,2,0,8.00E+30,1,
#18001193, ,20117001,1,1,0,1,18001193,1,18000359,111,0,2,0,8.00E+30,1,
#18001194, ,20117001,3,15,2,1,18001194,0,16990000,111,0,2,0,6.00E+99,1,
#18001195, ,20117001,9,57,4,1,18001195,0,18001188,111,0,2,0,6.00E+99,1,
#18001196, ,20117001,1,1,0,1,18001196,1,18000359,111,0,2,0,8.00E+30,1,
#18001197, ,20117001,1,1,0,1,18001197,1,18000359,111,0,2,0,8.00E+30,1,
#18001198, ,20117001,1,1,0,1,18001198,1,18000359,111,0,2,0,8.00E+30,1,
#18001199, ,20117001,1,1,0,1,18001199,1,18000359,111,0,2,0,8.00E+30,1,
#18001200, ,20117001,8,61,4,1,18001200,1,41063800,111,0,2,0,6.00E+99,1,
#18001201, ,30152002,9,4,6,1,18001201,0,18001188,111,0,2,0,6.00E+99,1,
#18001202, ,30152002,4,8,7,1,18001202,0,16990000,111,0,2,0,6.00E+99,1,
#18001203, ,30152002,9,2,0,1,18001203,1,18000359,111,0,2,0,6.00E+99,1,
#18001204, ,30152002,10,4,2,1,18001204,1,41167602,111,0,2,0,6.00E+99,1,
#18001205, ,30098001,4,5,7,1,18001205,0,18001188,111,0,2,0,6.00E+99,1,
#18001206, ,30098001,9,3,0,1,18001206,0,16990000,111,0,2,0,6.00E+99,1,
#18001207, ,30098001,2,2,6,1,18001207,1,41061600,111,0,2,0,6.00E+99,1,
#18001208, ,50049000,3,1,0,1,18001208,1,18001185,111,0,2,0,6.00E+99,1,
#18001209, ,50049000,5,4,2,1,18001209,0,16990000,111,0,2,0,6.00E+99,1,
#18001210, ,50049000,2,4,5,1,18001210,0,18001188,111,0,2,0,6.00E+99,1,
#18001211, ,50049000,4,1,0,1,18001211,0,16980000,111,0,2,0,6.00E+99,1,
#18001212, ,50049000,4,5,4,1,18001212,1,18000359,111,0,2,0,8.00E+30,1,
#18001213,ホムンクスルのPICTID確保用,-,-,-,-,-,18001213,0,18001213,111,0,1,0,0,0,
#イリスと記憶の書架（9章）,,,,,,,,,,,,,,,,
#18001214,,50215000,12,25,6,1,18001214,0,16580000,111,0,2,0,5.00E+15,1,
18001215,,50215000,11,21,6,0.8,18001215,0,41163400,111,0,1,0,0,0,
18001216,,50215000,6,36,1,1,18001216,0,41063600,111,0,1,0,0,0,
18001217,,50215000,5,30,0,1,18001217,0,41082000,111,0,1,0,0,0,
#18001218,悩めるルー,10023000,109,130,7,0.9,18001218,0,18001218,111,0,1,0,0,0,
#18001219,悩めるルー,50215000,16,27,2,0.9,18001219,0,18001218,111,0,2,0,7.00E+06,1,
#18001220, ,50215000,22,33,1,1,18001220,0,17010000,111,0,2,0,8.00E+64,0,
#18001221, ,-,-,-,-,-,18001221,0,18001221,111,0,1,0,0,0,
#18001222, ,10024000,53,134,6,1,18001222,0,17010000,111,0,1,0,0,0,
#18001223, ,10057000,156,93,6,0.9,18001223,0,18001218,111,0,2,0,7.00E+07,1,
#18001224, ,10057000,159,94,1,1,18001224,0,18001221,111,0,2,0,7.00E+07,1,
#18001225, ,10057000,156,94,6,1,18001225,0,16580000,111,0,2,0,7.00E+07,1,
#18001226, ,10057000,30,101,0,1,18001226,0,17000000,111,0,2,0,7.00E+09,1,
#18001227, ,10057000,157,95,5,1,18001227,0,17010000,111,0,2,0,7.00E+07,1,
#18001228, ,10057000,154,81,5,1,18001228,0,11000635,111,0,2,0,7.00E+09,1,
#18001229, ,30131000,3,7,7,1,18001229,0,17010000,111,0,2,0,7.00E+08,1,
#18001230, ,30131000,4,6,7,1,18001230,0,18001221,111,0,2,0,7.00E+08,1,
#18001231, ,30131000,8,6,3,1,18001231,0,16580000,111,0,2,0,7.00E+08,1,
#18001232, ,30131000,8,7,1,0.9,18001232,0,18001218,111,0,2,0,7.00E+08,1,
#18001233, ,30131000,5,4,0,1,18001233,1,18000359,111,0,2,0,7.00E+08,1,
#18001234, ,30131000,8,4,0,1,18001234,0,11000635,111,0,2,0,7.00E+08,1,
#18001235, ,10057002,160,90,6,1,18001235,0,17010000,111,0,2,0,7.00E+10,1,
#18001236, ,10057002,131,54,4,1,18001236,1,18001221,111,0,2,0,7.00E+10,1,
#18001237, ,10057002,136,50,2,1,18001237,1,16580000,111,0,2,0,7.00E+10,1,
#18001238, ,10057002,132,54,4,0.9,18001238,1,18001218,111,0,2,0,7.00E+10,1,
#18001239, ,10057002,130,48,7,1,18001239,0,17000000,700,0,2,0,7.00E+10,1,
#18001240, ,10057002,140,56,0,1,18001240,1,18001240,111,0,2,0,7.00E+10,1,
#18001241, ,10057000,162,78,0,0.85,18001241,1,18000359,111,0,2,0,8.00E+30,1,
#18001242, ,10057000,163,77,0,0.87,18001242,1,18000359,111,0,2,0,8.00E+30,1,
#18001243, ,10057002,132,52,3,1,18001243,1,11000635,111,0,2,0,7.00E+10,1,
#18001244, ,10057000,1,1,0,1,18001244,1,18000359,111,0,2,0,8.00E+30,1,
#18001245, ,10057000,1,2,0,1,18001245,1,18000359,111,0,2,0,8.00E+30,1,
#ＥＣＯ×ラグナロクオデッセイコラボ,,,,,,,,,,,,,,,,
#18001246,ドモヴォイ,10071000,238,82,6,1,18001246,0,16910000,111,0,1,0,0,0,
#ワールド演習,,,,,,,,,,,,,,,,
18001247,るぴ,20080024,25,20,0,1,18001247,0,18001247,304,0,1,0,0,0,
18001248,くろ,20080022,25,20,0,1,18001248,0,18001248,2037,0,1,0,0,0,
18001249,ふり,20080023,25,20,0,1,18001249,0,18001249,111,0,1,0,0,0,
18001250,にあ,20080025,25,20,0,0.9,18001250,0,18001250,2036,0,1,0,0,0,
#イリスと記憶の書架（9章）,,,,,,,,,,,,,,,,
#18001251, ,-,-,-,-,-,18001251,0,18001251,111,0,1,0,0,0,
#イリスと記憶の書架（10章）,,,,,,,,,,,,,,,,
#18001252,悩めるリオン,10023000,109,130,7,1,18001252,0,18001252,111,0,1,0,0,0,
#18001253,悩めるリオン,50215000,16,27,2,1,18001253,0,18001252,111,0,2,0,5.00E+30,1,
#18001254, ,50215000,22,33,1,1,18001254,0,17060000,111,0,2,0,8.00E+65,0,
#18001255, ,-,-,-,-,-,18001255,0,18001255,111,0,1,0,0,0,
#18001256, ,10024000,53,134,6,1,18001256,0,17060000,111,0,1,0,0,0,
#18001257, ,50050000,2,11,0,1,18001257,0,17040000,111,0,2,0,5.00E+31,1,
#18001258, ,50050000,1,1,0,1,18001258,1,18000359,111,0,2,0,8.00E+30,1,
#18001259, ,50050000,1,1,0,1,18001259,1,18000359,111,0,2,0,8.00E+30,1,
#18001260, ,50050000,1,1,0,1,18001260,1,18000359,111,0,2,0,8.00E+30,1,
#18001261, ,50050000,1,1,0,1,18001261,1,18000359,111,0,2,0,8.00E+30,1,
#18001262, ,50213000,60,66,0,1,18001262,0,18001262,111,0,1,0,0,0,
#18001263, ,50213000,67,66,0,1,18001263,0,18001262,111,0,2,0,5.00E+32,0,
#18001264, ,50213000,64,97,0,1,18001264,0,17040000,111,0,2,0,5.00E+23,0,
#18001265, ,50213000,78,83,3,1,18001265,0,17060000,111,0,2,0,5.00E+23,0,
#18001266, ,50213000,63,97,0,1,18001266,0,18001255,111,0,2,0,5.00E+23,0,
#18001267,悩めるリオン,50213000,37,47,2,1,18001267,0,18001252,111,0,2,0,5.00E+23,0,
#18001268,警備員,50213000,77,107,4,1,18001268,0,18001268,111,0,2,0,5.00E+23,0,
#18001269,貸出係のお姉さん,50213000,83,112,4,1,18001269,0,18001269,111,0,1,0,0,0,
#18001270, ,50213000,67,66,0,1,18001270,0,18001270,111,0,2,0,5.00E+32,1,
#18001271, ,50213000,61,70,5,1,18001271,0,17040000,111,0,2,0,5.00E+23,1,
#18001272, ,50213000,66,69,0,1,18001272,0,17060000,111,0,2,0,5.00E+23,1,
#18001273, ,50213000,62,71,5,1,18001273,0,18001255,111,0,2,0,5.00E+23,1,
#18001274,悩めるリオン,50213000,67,69,0,1,18001274,0,18001252,111,0,2,0,5.00E+23,1,
#18001275,警備員,50213000,68,69,0,1,18001275,0,18001268,111,0,2,0,5.00E+23,1,
#18001276,警備員,50213000,63,103,4,1,18001276,0,18001275,111,0,2,0,5.00E+23,1,
#18001277, ,50204000,25,25,0,1,18001277,0,16580001,111,0,1,0,0,0,
#18001278, ,50204000,1,1,0,1,18001278,1,18000359,111,0,2,0,8.00E+30,1,
#18001279, ,50204000,1,1,0,1,18001279,1,18000359,111,0,2,0,8.00E+30,1,
#18001280, ,50204000,1,1,0,1,18001280,1,18000359,111,0,2,0,8.00E+30,1,
#18001281, ,50204000,1,1,0,1,18001281,1,18000359,111,0,2,0,8.00E+30,1,
#18001282, ,-,-,-,-,-,18001282,0,18001282,111,0,1,0,0,0,
#18001283, ,50213000,63,69,0,1,18001283,1,18000359,111,0,2,0,8.00E+30,1,
#18001284, ,50213000,64,69,0,1,18001284,1,18000359,111,0,2,0,8.00E+30,1,
#18001285,司書,50213000,64,62,0,1,18001285,0,18001285,111,0,1,0,0,0,
#イリスと記憶の書架（11章）,,,,,,,,,,,,,,,,
#18001286, ,50215000,12,27,6,1,18001286,0,16580001,111,0,2,0,5.00E+40,1,
#18001287, ,-,-,-,-,-,18001287,0,18001287,111,0,1,0,0,0,
#18001288,黒い紙芝居屋,10023000,109,130,7,1,18001288,0,16580001,111,0,2,0,5.00E+34,0,
#18001289, ,50215000,16,27,2,1,18001289,0,16580001,111,0,2,0,5.00E+39,1,
#18001290, ,50215000,22,33,1,1,18001290,0,17110000,111,0,2,0,8.00E+66,0,
#18001291, ,10024000,53,134,6,1,18001291,0,17110000,111,0,1,0,0,0,
#18001292, ,10023000,50,126,2,1,18001292,0,17110000,111,0,2,0,5.00E+35,1,
#18001293, ,10023000,54,130,3,1,18001293,1,18000359,111,0,2,0,8.00E+30,1,
#18001294, ,10023000,55,128,3,1,18001294,1,18000359,111,0,2,0,8.00E+30,1,
#18001295, ,10023000,53,126,7,1,18001295,1,18000359,111,0,2,0,8.00E+30,1,
#18001296, ,10023000,50,128,6,1,18001296,1,18000359,111,0,2,0,8.00E+30,1,
#18001297, ,10023000,50,129,6,1,18001297,1,18000359,111,0,2,0,8.00E+30,1,
#18001298, ,10023000,51,127,7,1,18001298,1,18000359,111,0,2,0,8.00E+30,1,
#18001299, ,10023000,50,125,7,1,18001299,1,18000359,111,0,2,0,8.00E+30,1,
#おもちゃ箱ワールド,,,,,,,,,,,,,,,,
#18001300,SSコンテスト実行委員,10023000,128,167,4,1,18001300,0,18001300,111,0,2,0,0.00E+00,1,
#18001301,裁縫おばさん,10023000,126,183,4,1,18001301,0,11000149,111,0,2,0,0.00E+00,1,
#18001302,染色娘,10023000,127,183,4,1,18001302,0,11003014,111,0,2,0,0.00E+00,1,
#18001303,外装担当のハレルヤ,10023000,131,179,2,1,18001303,0,11001027,111,0,2,0,0.00E+00,1,
#18001304,内装担当のハレルヤ,10023000,131,177,2,1,18001304,0,11001027,111,0,2,0,0.00E+00,1,
#18001305,インテリア担当のハレルヤ,10023000,124,179,6,1,18001305,0,11001027,111,0,2,0,0.00E+00,1,
#18001306,大型家具担当のハレルヤ,10023000,124,178,6,1,18001306,0,11001022,111,0,2,0,0.00E+00,1,
#18001307,雑貨好きなハレルヤ,10023000,124,177,6,1,18001307,0,11001027,111,0,2,0,0.00E+00,1,
#18001308,料理上手なハレルヤ,10023000,131,172,2,1,18001308,0,11001027,111,0,2,0,0.00E+00,1,
#18001309,演出上手なハレルヤ,10023000,131,171,2,1,18001309,0,11001022,111,0,2,0,0.00E+00,1,
#18001310,ガーデニング担当のハレルヤ,10023000,131,170,2,1,18001310,0,11001027,111,0,2,0,0.00E+00,1,
#18001311,じゅうたん好きのハレルヤ,10023000,124,172,6,1,18001311,0,11001027,111,0,2,0,0.00E+00,1,
#18001312,電気系統に強いハレルヤ,10023000,124,171,6,1,18001312,0,11001022,111,0,2,0,0.00E+00,1,
#18001313,壁を飾りたいハレルヤ,10023000,124,170,6,1,18001313,0,11001027,111,0,2,0,0.00E+00,1,
#18001314,フシギなレコードプレーヤー,10023000,106,130,0,1,18001314,0,41131702,111,0,2,0,0.00E+00,1,#おもちゃ箱ワールドでのみ表示（ドラマCD用）
#18001315,フシギなたまご,50163000,25,25,0,1,18000360,0,18000360,365,0,2,0,2.00E+08,1,
#18001316,フシギなたまご,50163000,25,25,0,1,18000360,1,18000360,363,0,2,0,2.00E+54,1,
#18001317,夢見のハレルヤ,10031000,120,47,6,1,18001317,0,11001973,111,0,2,0,0.00E+00,1,
#18001318,ブリーダーのお兄さん,10031000,120,43,6,1,18001318,0,11000287,111,0,2,0,0.00E+00,1,
#18001319,ネイティブタイニー,10031000,135,52,2,1,18001319,0,11000708,111,0,2,0,0.00E+00,1,
#18001320,パイレーツタイニー,10031000,135,53,2,1,18001320,0,11000702,111,0,2,0,0.00E+00,1,
#18001321,タイニー,10031000,135,55,2,1,18001321,0,11000723,111,0,2,0,0.00E+00,1,
#18001322,ダンプティー,10031000,135,56,2,1,18001322,0,26180000,111,0,2,0,0.00E+00,1,
#18001323,ティタ,10031000,120,52,6,1,18001323,0,11003015,111,0,2,0,0.00E+00,1,
#18001324,ルルイエ,10031000,120,53,6,1,18001324,0,11000155,111,0,2,0,0.00E+00,1,
#18001325,マーシャ,10031000,120,55,6,1,18001325,0,11000153,111,0,2,0,0.00E+00,1,
#18001326,リリ,10031000,120,56,6,1,18001326,0,11001772,111,0,2,0,0.00E+00,1,
#18001327, ,50050000,3,28,4,1,18001327,1,18000359,111,0,2,0,0.00E+00,1,
#18001328, ,10023000,106,130,4,1,18001328,1,18000359,111,0,2,0,0.00E+00,1,#おもちゃ箱ワールドでのみ表示（ドラマCD用）
#18001329,迷宮案内人アリアンナ,10023300,122,236,6,1,18001329,0,18001329,111,0,2,0,0.00E+00,1,#限定ダンジョン：転送用NPC
#18001330,奇跡観測者バックス,10023300,132,236,2,1,18001330,0,18001330,111,0,2,0,0.00E+00,1,#限定ダンジョン：「奇跡のかけら」納品用NPC
#18001331, ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#【一章用】EVENTラベル用のNPCID確保
#18001332, ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#【二章用】EVENTラベル用のNPCID確保
#18001333, ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#【三章用】EVENTラベル用のNPCID確保
#18001334, ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#【四章用】EVENTラベル用のNPCID確保
#18001335, ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#【五章用】EVENTラベル用のNPCID確保
#18001336, ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#【六章用】EVENTラベル用のNPCID確保
#18001337, ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#【七章用】EVENTラベル用のNPCID確保
#18001338, ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#【八章用】EVENTラベル用のNPCID確保
#18001339, ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#【九章用】EVENTラベル用のNPCID確保
#18001340, ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#【十章用】EVENTラベル用のNPCID確保
#18001341,ツクヨミ,10071000,20,153,6,1,18001341,0,13000211,111,0,2,0,0.00E+00,1,
#18001342,月の従者,10071000,19,154,6,0.85,18001342,0,13000253,111,0,2,0,0.00E+00,1,
#18001343,月の従者,10071000,19,152,6,0.85,18001343,0,13000254,111,0,2,0,0.00E+00,1,
#18001344,魔法ギルドのおちこぼれ少年,10023000,127,141,0,1,18001344,0,13000000,111,0,2,0,0.00E+00,1,
#18001345,ルルイエ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#EVENTラベル用NPCID確保(18000375)
#18001346,ジュリエッタ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#EVENTラベル用NPCID確保(18000377)
#18001347,クォーク博士,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#EVENTラベル用NPCID確保(18000399)
#18001348,花屋,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#EVENTラベル用NPCID確保(18000390)
#18001349,フシギなたまご,50163000,25,25,0,1,18000360,0,18000360,111,0,2,0,2.00E+65,1,#おもちゃ箱ワールドでのみ表示
#18001350, ,50163000,27,21,5,1,18000361,0,15390000,111,0,2,0,1.00E+12,1,#おもちゃ箱ワールドでのみ表示
#18001351, ,50163000,28,22,5,1,18000362,0,15410000,111,0,2,0,1.00E+13,1,#おもちゃ箱ワールドでのみ表示
#18001352, ,50163000,29,25,6,1,18000363,0,15560000,111,0,2,0,1.00E+14,1,#おもちゃ箱ワールドでのみ表示
#18001353, ,50163000,28,27,7,1,18000364,0,15590000,111,0,2,0,1.00E+15,1,#おもちゃ箱ワールドでのみ表示
#18001354, ,50163000,27,28,7,1,18000365,0,15600000,111,0,2,0,1.00E+16,1,#おもちゃ箱ワールドでのみ表示
#18001355, ,50163000,25,29,0,1,18000366,0,15680000,111,0,2,0,1.00E+17,1,#おもちゃ箱ワールドでのみ表示
#18001356, ,50163000,23,28,1,1,18000367,0,15710000,111,0,2,0,1.00E+18,1,#おもちゃ箱ワールドでのみ表示
#18001357, ,50163000,22,27,1,1,18000368,0,15760000,111,0,2,0,1.00E+19,1,#おもちゃ箱ワールドでのみ表示
#18001358, ,50163000,21,25,2,1,18000369,0,15780000,111,0,2,0,1.00E+20,1,#おもちゃ箱ワールドでのみ表示
#18001359, ,50163000,22,22,3,1,18000370,0,15790000,111,0,2,0,1.00E+21,1,#おもちゃ箱ワールドでのみ表示
#18001360, ,50163000,23,21,3,1,18000371,0,15880000,111,0,2,0,1.00E+22,1,#おもちゃ箱ワールドでのみ表示
#18001361, ,50163000,25,20,4,1,18000372,0,15900000,111,0,2,0,1.00E+23,1,#おもちゃ箱ワールドでのみ表示
#18001362,ヒトトセの案内人,10024000,196,122,1,1,18001362,0,18001362,111,0,2,0,0.00E+00,1,#おもちゃ箱ワールドでのみ表示
#18001363,アミス,10023000,116,129,1,1,18001363,0,18000610,111,0,2,0,0.00E+00,1,#おもちゃ箱ワールドでのみ表示
#イリスと記憶の書架（11章）後半は 18001370 ～,,,,,,,,,,,,,,,,
#18001370, ,10065000,47,188,7,1,18001370,0,17110000,111,0,2,0,5.00E+36,1,
#18001371, ,10065000,51,196,4,1,18001371,1,18000359,111,0,2,0,8.00E+30,1,
#18001372, ,10065000,51,196,4,1,18001372,1,18000359,111,0,2,0,8.00E+30,1,
#18001373, ,10065000,51,196,4,1,18001373,1,18000359,111,0,2,0,8.00E+30,1,
#18001374, ,10065000,51,196,4,1,18001374,1,18000359,111,0,2,0,8.00E+30,1,
#18001375, ,50218000,9,14,3,1,18001375,0,17110000,111,0,2,0,5.00E+38,1,
#18001376, ,50218000,10,10,2,1,18001376,0,16580000,111,0,2,0,5.00E+38,1,
#18001377, ,50218000,3,12,6,1,18001377,0,17090000,111,0,2,0,5.00E+38,1,
#18001378, ,50218000,7,7,0,1,18001378,0,18001378,111,0,2,0,5.00E+38,1,
#18001379, ,50218000,9,4,1,1,18001379,1,18000359,111,130,2,0,5.00E+37,1,
#18001380, ,50218000,8,8,4,0.85,18001380,1,18000359,111,130,2,0,5.00E+37,1,
#18001381, ,50218000,3,5,6,1,18001381,1,18000359,111,130,2,0,5.00E+37,1,
#18001382, ,50218000,-,-,-,-,18001382,0,18001312,111,0,1,0,0,0,
#18001383,,10065000,43,193,4,1,18001383,1,18000359,111,0,2,0,8.00E+30,1,
#18001384,,50218000,4,14,6,1,18001384,0,16580001,111,0,2,0,5.00E+38,1,
#ECOコレ,,,,,,,,,,,,,,,,
#18001386,しばらくん,10024000,198,127,2,1,18001386,0,18001386,111,0,1,0,0,0,
#18001387, ,30220000,31,51,6,1,18001387,1,41110022,111,0,1,0,0,0,
#18001388, ,30220000,31,64,6,1,18001388,1,41110022,111,0,1,0,0,0,
#18001389, ,30220000,39,51,2,1,18001389,1,41110022,111,0,1,0,0,0,
#18001390, ,30220000,39,64,2,1,18001390,1,41110022,111,0,1,0,0,0,
#18001391, ,30220000,35,44,0,1,18001391,1,41110012,111,0,1,0,0,0,
#18001392, ,30220000,31,74,6,1,18001392,1,41110012,111,0,1,0,0,0,
#18001393, ,30220000,39,74,2,1,18001393,1,41110012,111,0,1,0,0,0,
#18001394, ,30220000,33,48,0,1,18001394,1,41101500,120,0,1,0,0,0,
#18001395, ,30220000,37,48,0,1,18001395,1,41101500,120,0,1,0,0,0,
#18001396, ,30220000,35,53,0,1,18001396,1,41133500,111,0,1,0,0,0,
#18001397, ,30220000,35,62,0,1,18001397,1,41133500,111,0,1,0,0,0,
#18001398, ,30220000,35,71,0,1,18001398,1,41133500,111,0,1,0,0,0,
#イリスと記憶の書架（11章）,,,,,,,,,,,,,,,,
18001399,,50215000,8,26,0,1,18001399,0,41064100,111,0,1,0,0,0,
18001400,,50215000,8,17,6,1,18001400,0,41092400,111,0,1,0,0,0,
#イリスと記憶の書架（12章）,,,,,,,,,,,,,,,,
#18001401,受付嬢12月のPICTID用に確保,-,-,-,-,-,18001401,0,18001401,-,-,-,-,-,-,
#18001402,紙芝居屋,10023000,109,130,7,1,18001402,0,16580000,111,0,2,0,5.00E+41,0,
#18001403,　,10024000,53,134,6,1,18001403,0,17190000,111,0,1,0,0,0,
#18001404,　,50215000,15,24,1,1,18001404,0,16580000,111,0,2,0,5.00E+42,1,
#18001405,　,50215000,16,25,2,1,18001405,0,17190000,111,0,2,0,8.00E+67,0,
#18001406,　,30183000,7,11,7,1,18001406,0,17190000,111,0,2,0,5.00E+43,1,
#18001407,　,30196000,13,1,1,1,18001407,0,17180000,111,0,2,0,5.00E+44,1,
#18001408,　,30196000,11,1,0,1,18001408,1,16420000,111,0,2,0,5.00E+44,1,
#18001409,　,30196000,10,2,7,1,18001409,1,16470000,111,0,2,0,5.00E+44,1,
#18001410,　,30196000,10,6,4,1,18001410,1,16550000,111,0,2,0,5.00E+44,1,
#18001411,　,30196000,9,5,5,1,18001411,1,16590000,111,0,2,0,5.00E+44,1,
#18001412,　,30196000,14,5,3,1,18001412,1,16650000,111,0,2,0,5.00E+44,1,
#18001413,　,30196000,13,6,4,1,18001413,1,16860000,111,0,2,0,5.00E+44,1,
#18001414,　,30196000,14,2,1,1,18001414,1,16920000,111,0,2,0,5.00E+44,1,
#18001415,　,30196000,15,3,2,1,18001415,1,16980000,111,0,2,0,5.00E+44,1,
#18001416,　,30196000,8,4,5,1,18001416,1,17000000,111,0,2,0,5.00E+44,1,
#18001417,　,30196000,9,2,6,1,18001417,1,17040000,111,0,2,0,5.00E+44,1,
#18001418,　,30196000,12,4,4,1,18001418,1,17090000,111,0,2,0,5.00E+44,1,
#18001419,　,50215000,16,25,2,1,18001419,1,18000359,111,130,2,0,8.00E+30,1,
#18001420,受付嬢,50216000,14,17,0,0.89,18001420,0,18001401,111,0,2,0,5.00E+49,1,
18001421,,50215000,10,24,6,1,18001421,1,18000950,622,0,2,0,5.00E+46,1,
18001422,,50215000,10,24,6,1,18001422,1,18000990,622,0,2,0,5.00E+47,1,
18001423,,50215000,10,24,6,1,18001423,1,18000991,622,0,2,0,5.00E+48,1,
18001424,,50215000,16,6,0,1,18001424,0,41135600,622,0,1,0,0,0,
18001425,,50215000,23,9,1,1,18001425,0,41121600,111,0,1,0,0,0,
#18001426,悩めるブラム,10071000,218,102,1,1,18001426,0,18000976,111,0,2,0,5.00E+93,1,
#18001427,悩めるザッハ,10071000,52,211,3,1,18001427,0,18000994,111,0,2,0,5.00E+93,1,
#18001428,悩めるトルテ,10071000,52,209,1,1,18001428,0,18001009,111,0,2,0,5.00E+93,1,
#18001429,悩めるマリオン,10071000,175,176,4,1,18001429,0,18001010,111,0,2,0,5.00E+93,1,
#18001430,悩めるトト,10071000,234,214,1,1,18001430,0,18001024,111,0,2,0,5.00E+93,1,
#18001431,悩めるロバート,10071000,19,102,2,1,18001431,0,18001066,111,0,2,0,5.00E+93,1,
#18001432,ラウル,10071000,38,100,1,1,18001432,0,11000049,111,0,2,0,5.00E+93,1,
#18001433,ガラ,10071000,39,101,1,1,18001433,0,11000211,111,0,2,0,5.00E+93,1,
#18001434,トミー,10071000,40,101,1,1,18001434,0,11000049,111,0,2,0,5.00E+93,1,
#18001435,ヴィッキー,10071000,41,100,1,1,18001435,0,11000211,111,0,2,0,5.00E+93,1,
