#パートナー用アクトキューブの詳細設定シート,,,,,,,,,,,,,,,,,,,,,,,,,
#基本情報,,,,使用可能条件,,,,,,,,,,,,,,説明文,スキルのアクトキューブ,削除条件,条件?行動?Pスキルのアクトキューブ,,,,条件アクトキューブ
#ユニークID,アイテムID,種別ＩＤ,アクトキューブ名,パートナーランク,系統番号,動物型,人型,虫型,植物型,魔法使い型,魔法生物型,鳥型,魚型,アンデッド型,機械型,信頼度の色,転生状態,アクトキューブ情報ウィンドウの説明文,スキルＩＤ,制限,処理ID,PARAM1,PARAM2,PARAM3,任意設定フラグ
#パートナーのHPが○％以下だったら,,,,,,,,,,,,,,,,,,,,,,,,,
524,68000981,0,主人のＳＰ≦１０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R１０％以下になるまで$R自分に向けて行動を起こす,0,0,11,10,2,0,0
525,68000982,0,主人のＳＰ≦２０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R２０％以下になるまで$R自分に向けて行動を起こす,0,0,11,20,2,0,0
526,68000983,0,主人のＳＰ≦３０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R３０％以下になるまで$R自分に向けて行動を起こす,0,0,11,30,2,0,0
527,68000984,0,主人のＳＰ≦４０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R４０％以下になるまで$R自分に向けて行動を起こす,0,0,11,40,2,0,0
528,68000985,0,主人のＳＰ≦５０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R５０％以下になるまで$R自分に向けて行動を起こす,0,0,11,50,2,0,0
529,68000986,0,主人のＳＰ≦６０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R６０％以下になるまで$R自分に向けて行動を起こす,0,0,11,60,2,0,0
530,68000987,0,主人のＳＰ≦７０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R７０％以下になるまで$R自分に向けて行動を起こす,0,0,11,70,2,0,0
531,68000988,0,主人のＳＰ≦８０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R８０％以下になるまで$R自分に向けて行動を起こす,0,0,11,80,2,0,0
532,68000989,0,主人のＳＰ≦９０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R９０％以下になるまで$R自分に向けて行動を起こす,0,0,11,90,2,0,0
533,68000990,0,主人のＳＰ≦１００％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R１００％以下になるまで$R自分に向けて行動を起こす,0,0,11,100,2,0,0
534,68001000,0,主人のＳＰ≦０％まで＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R０％以下になるまで$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更され、条件の対象は$R＜自分のＳＰ＞に挙動が$R変更されます。,0,0,11,0,4,0,0
535,68001001,0,主人のＳＰ≦１０％まで＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R１０％以下になるまで$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更され、条件の対象は$R＜自分のＳＰ＞に挙動が$R変更されます。,0,0,11,10,4,0,0
536,68001002,0,主人のＳＰ≦２０％まで＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R２０％以下になるまで$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更され、条件の対象は$R＜自分のＳＰ＞に挙動が$R変更されます。,0,0,11,20,4,0,0
537,68001003,0,主人のＳＰ≦３０％まで＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R３０％以下になるまで$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更され、条件の対象は$R＜自分のＳＰ＞に挙動が$R変更されます。,0,0,11,30,4,0,0
538,68001004,0,主人のＳＰ≦４０％まで＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R４０％以下になるまで$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更され、条件の対象は$R＜自分のＳＰ＞に挙動が$R変更されます。,0,0,11,40,4,0,0
539,68001005,0,主人のＳＰ≦５０％まで＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R５０％以下になるまで$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更され、条件の対象は$R＜自分のＳＰ＞に挙動が$R変更されます。,0,0,11,50,4,0,0
540,68001006,0,主人のＳＰ≦６０％まで＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R６０％以下になるまで$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更され、条件の対象は$R＜自分のＳＰ＞に挙動が$R変更されます。,0,0,11,60,4,0,0
541,68001007,0,主人のＳＰ≦７０％まで＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R７０％以下になるまで$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更され、条件の対象は$R＜自分のＳＰ＞に挙動が$R変更されます。,0,0,11,70,4,0,0
542,68001008,0,主人のＳＰ≦８０％まで＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R８０％以下になるまで$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更され、条件の対象は$R＜自分のＳＰ＞に挙動が$R変更されます。,0,0,11,80,4,0,0
543,68001009,0,主人のＳＰ≦９０％まで＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R９０％以下になるまで$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更され、条件の対象は$R＜自分のＳＰ＞に挙動が$R変更されます。,0,0,11,90,4,0,0
544,68001010,0,主人のＳＰ≦１００％まで＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R１００％以下になるまで$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更され、条件の対象は$R＜自分のＳＰ＞に挙動が$R変更されます。,0,0,11,100,4,0,0
545,68001020,0,主人のＳＰ≦０％まで＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R０％以下になるまで$R敵に向けて行動を起こす,0,0,11,0,3,0,0
546,68001021,0,主人のＳＰ≦１０％まで＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R１０％以下になるまで$R敵に向けて行動を起こす,0,0,11,10,3,0,0
547,68001022,0,主人のＳＰ≦２０％まで＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R２０％以下になるまで$R敵に向けて行動を起こす,0,0,11,20,3,0,0
548,68001023,0,主人のＳＰ≦３０％まで＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R３０％以下になるまで$R敵に向けて行動を起こす,0,0,11,30,3,0,0
549,68001024,0,主人のＳＰ≦４０％まで＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R４０％以下になるまで$R敵に向けて行動を起こす,0,0,11,40,3,0,0
550,68001025,0,主人のＳＰ≦５０％まで＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R５０％以下になるまで$R敵に向けて行動を起こす,0,0,11,50,3,0,0
551,68001026,0,主人のＳＰ≦６０％まで＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R６０％以下になるまで$R敵に向けて行動を起こす,0,0,11,60,3,0,0
552,68001027,0,主人のＳＰ≦７０％まで＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R７０％以下になるまで$R敵に向けて行動を起こす,0,0,11,70,3,0,0
553,68001028,0,主人のＳＰ≦８０％まで＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R８０％以下になるまで$R敵に向けて行動を起こす,0,0,11,80,3,0,0
554,68001029,0,主人のＳＰ≦９０％まで＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R９０％以下になるまで$R敵に向けて行動を起こす,0,0,11,90,3,0,0
555,68001030,0,主人のＳＰ≦１００％まで＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＳＰが$R１００％以下になるまで$R敵に向けて行動を起こす,0,0,11,100,3,0,0
#主人のMPが○％以下になるまで,,,,,,,,,,,,,,,,,,,,,,,,,
556,68001040,0,主人のＭＰ≦０％まで＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R０％以下になるまで$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＭＰ＞に$R挙動が変更されます。,0,0,12,0,1,0,0
557,68001041,0,主人のＭＰ≦１０％まで＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R１０％以下になるまで$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＭＰ＞に$R挙動が変更されます。,0,0,12,10,1,0,0
558,68001042,0,主人のＭＰ≦２０％まで＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R２０％以下になるまで$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＭＰ＞に$R挙動が変更されます。,0,0,12,20,1,0,0
559,68001043,0,主人のＭＰ≦３０％まで＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R３０％以下になるまで$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＭＰ＞に$R挙動が変更されます。,0,0,12,30,1,0,0
560,68001044,0,主人のＭＰ≦４０％まで＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R４０％以下になるまで$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＭＰ＞に$R挙動が変更されます。,0,0,12,40,1,0,0
561,68001045,0,主人のＭＰ≦５０％まで＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R５０％以下になるまで$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＭＰ＞に$R挙動が変更されます。,0,0,12,50,1,0,0
562,68001046,0,主人のＭＰ≦６０％まで＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R６０％以下になるまで$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＭＰ＞に$R挙動が変更されます。,0,0,12,60,1,0,0
563,68001047,0,主人のＭＰ≦７０％まで＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R７０％以下になるまで$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＭＰ＞に$R挙動が変更されます。,0,0,12,70,1,0,0
564,68001048,0,主人のＭＰ≦８０％まで＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R８０％以下になるまで$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＭＰ＞に$R挙動が変更されます。,0,0,12,80,1,0,0
565,68001049,0,主人のＭＰ≦９０％まで＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R９０％以下になるまで$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＭＰ＞に$R挙動が変更されます。,0,0,12,90,1,0,0
566,68001050,0,主人のＭＰ≦１００％まで＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R１００％以下になるまで$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＭＰ＞に$R挙動が変更されます。,0,0,12,100,1,0,0
567,68001060,0,主人のＭＰ≦０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R０％以下になるまで$R自分に向けて行動を起こす,0,0,12,0,2,0,0
568,68001061,0,主人のＭＰ≦１０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R１０％以下になるまで$R自分に向けて行動を起こす,0,0,12,10,2,0,0
569,68001062,0,主人のＭＰ≦２０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R２０％以下になるまで$R自分に向けて行動を起こす,0,0,12,20,2,0,0
570,68001063,0,主人のＭＰ≦３０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R３０％以下になるまで$R自分に向けて行動を起こす,0,0,12,30,2,0,0
571,68001064,0,主人のＭＰ≦４０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R４０％以下になるまで$R自分に向けて行動を起こす,0,0,12,40,2,0,0
572,68001065,0,主人のＭＰ≦５０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R５０％以下になるまで$R自分に向けて行動を起こす,0,0,12,50,2,0,0
573,68001066,0,主人のＭＰ≦６０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R６０％以下になるまで$R自分に向けて行動を起こす,0,0,12,60,2,0,0
574,68001067,0,主人のＭＰ≦７０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R７０％以下になるまで$R自分に向けて行動を起こす,0,0,12,70,2,0,0
575,68001068,0,主人のＭＰ≦８０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R８０％以下になるまで$R自分に向けて行動を起こす,0,0,12,80,2,0,0
576,68001069,0,主人のＭＰ≦９０％まで＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＭＰが$R９０％以下になるまで$R自分に向けて行動を起こす,0,0,12,90,2,0,0
