#PICTＩＤ,モンスター名,上半身,下半身,靴,顔,髪型,帽子,髪飾り,髪飾り,髪飾り,髪飾り,顔飾り,右すね,肩パット,肩パット,胸アクセサリ,右手,左手,背負い,左すね,右足甲,しっぽ,付け髪,付け髪,付け髪,付け髪,右手,左足甲,左手,腰,腰追加分,SPP,常時エフェクトＩＤ,攻撃エフェクトＩＤ,トレイルエフェクトＩＤ,下半身1,下半身2,下半身3,
#,,,ピース,ピース,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,
#,,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,SPP,MRB,MRB,MRB,MRB,MRB,MRB,
10260353,緑用フェイブルハート,01_00_1415_02,,01_09_181_01,01_02_0202_90,01_03_26_90,,,,01_05_188_02,,,,,,,,,,,,01_21_18_01,,,,,,,,,,,,,,01_01_00_86,01_24_00_00,01_25_02_00,
10260354,山吹用フェイブルハート,01_00_1416_02,01_26_142_02,01_09_181_51,01_02_0203_90,01_03_73_91,,,,01_06_196_00,01_06_12_56,,,,,,,,,,,01_21_18_03,,,,,,,,,,,,,,01_01_00_31,01_24_00_31,01_25_00_31,
10260355,菫用フェイブルハート,01_00_1415_01,,01_09_181_01,01_02_0204_90,01_03_113_18,,,,,01_05_188_01,,,,,,,,,,,01_21_18_04,,,,,,,,,,,,,,01_01_00_81,01_24_00_81,01_25_02_81,
10260356,茜用フェイブルハート,01_00_1416_00,01_26_142_00,01_09_151_00,01_02_0205_90,01_03_23_90,,,01_04_36_90,,01_06_108_00,,,,,,,,,,,01_21_18_05,,,,,,,,,,,,,,01_01_00_80,01_24_00_13,01_25_02_13,
10260357,杏用フェイブルハート,00_00_1416_01,00_26_102_00,00_09_148_00,00_02_0206_90,00_03_126_90,,,,,00_06_12_55,,,,,,,,,,,00_21_18_06,,,,,,,,,,,,,,null,00_24_01_121,00_25_01_121,
10260358,空用フェイブルハート,01_00_1416_02,01_26_106_00,01_09_153_00,01_02_0207_90,01_03_136_90,,,01_04_96_90,,01_06_12_14,,,,,,,,,,,01_21_18_07,,,,,,,,,,,,,,01_01_00_117,01_24_00_00,01_25_01_00,
10260359,胡桃用フェイブルハート,01_00_1415_01,,01_09_181_01,01_02_0208_90,00_03_219_90,,,,01_05_188_01,01_06_214_00,01_07_07_51,,,,,00_16_85_00,,,,,01_21_13_52,,,,,,,,,,,,,,01_01_00_122,01_24_00_122,01_25_02_122,
10260360,若菜用フェイブルハート,01_00_1415_00,,01_09_181_00,01_02_0209_90,01_03_220_90,,,,01_05_188_00,,,,,,,00_16_84_00,,,,,01_21_13_51,,,,,,,,,,,,,,01_01_00_120,01_24_00_120,01_25_00_120,
10260361,白用フェイブルハート,03_00_1416_00,03_26_120_00,03_09_181_50,01_02_0210_90,03_03_268_22,,,,,03_06_12_57,03_07_96_01,,,,,,,03_18_03_14,,,03_21_18_09,,,,,,,,,,,,,,03_01_00_22,03_24_00_22,03_25_02_22,
10260362,黒用フェイブルハート,05_00_1415_02,05_09_181_01,,01_02_0211_90,05_03_62_09,,,,,05_05_188_02,,,,,,,,05_18_04_50,,,05_21_18_08,,,,,,,,,,,,,,05_01_00_27,05_24_00_00,05_25_02_00,
10260363,桃用ウィッチハート,01_00_1422_02,,01_23_100_02,01_02_0200_90,01_03_73_90,,,,01_05_189_02,01_06_12_15,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,null,null,null,
10260364,藍用ウィッチハート,01_00_1422_00,,01_23_100_00,01_02_0201_90,01_03_201_90,,,,01_05_189_00,01_06_12_51,,,,,,,,,,,01_21_18_02,,,,,,,,,,,,,,null,null,null,
10260365,緑用ウィッチハート,01_00_1423_50,01_26_146_00,01_09_60_00,01_02_0202_90,01_03_26_90,,,,,01_06_12_05,,,,,,,,,,,01_21_18_01,,,,,,,,,,,,,,null,01_24_00_00,01_25_01_00,
10260366,山吹用ウィッチハート,01_00_1422_00,,01_23_100_00,01_02_0203_90,01_03_73_91,,,,01_05_189_00,01_06_12_56,,,,,,,,,,,01_21_18_03,,,,,,,,,,,,,,null,null,null,
10260367,菫用ウィッチハート,01_00_1422_01,,01_23_100_01,01_02_0204_90,01_03_113_18,,,,01_06_12_02,01_05_189_01,,,,,,,,,,,01_21_18_04,,,,,,,,,,,,,,null,null,null,
10260368,茜用ウィッチハート,01_00_1422_02,,01_23_100_52,01_02_0205_90,01_03_23_90,,,01_04_129_90,,01_06_108_90,,,,,,,,,,,01_21_18_05,,,,,,,,,,,,,,01_01_00_81,01_24_00_81,01_25_01_81,
10260369,杏用ウィッチハート,00_00_1423_01,00_26_146_01,00_23_100_52,00_02_0206_90,00_03_126_90,,,,,00_06_12_55,,,,,,,,,,,00_21_18_06,,,,,,,,,,,,,,null,00_24_00_124,00_25_01_124,
10260370,空用ウィッチハート,01_00_1423_02,01_26_08_00,01_23_100_51,01_02_0207_90,01_03_136_90,,,01_04_96_90,,01_06_12_14,,,,,,,,,,,01_21_18_07,,,,,,,,,,,,,,01_01_00_75,01_24_00_75,01_25_01_75,
10260371,胡桃用ウィッチハート,01_00_1422_00,,01_23_37_02,01_02_0208_90,00_03_219_90,,,01_05_189_00,,01_06_214_00,,,,,,00_16_85_00,,,,,01_21_13_52,,,,,,,,,,,,,,null,null,null,
10260372,若菜用ウィッチハート,01_00_1422_01,,01_23_37_02,01_02_0209_90,01_03_220_90,,,01_05_189_01,,01_06_215_00,,,,,,00_16_84_00,,,,,01_21_13_51,,,,,,,,,,,,,,null,null,null,
10260373,白用ウィッチハート,03_00_1422_01,,03_23_100_01,03_02_0210_90,03_03_197_90,,,03_05_189_01,,03_06_12_57,,,,,,,,03_18_03_14,,,03_21_18_09,,,,,,,,,,,,,,null,null,null,
10260374,黒用ウィッチハート,05_00_1423_00,,05_23_78_01,01_02_0211_90,05_03_62_09,,,,,05_06_12_58,,,,,,,,05_18_04_50,,,05_21_18_08,,,,,,,,,,,,,,null,null,null,
10260375,桃用バトラーハート,01_00_1424_01,,01_09_183_00,01_02_0200_90,01_03_73_90,,,,01_06_209_00,01_06_12_15,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_98,01_24_00_98,01_25_03_98,
10260376,藍用バトラーハート,01_00_1424_01,,01_09_183_01,01_02_0201_90,01_03_201_90,,,,,01_06_12_51,01_06_136_00,,,,,,,,,,01_21_18_02,,,,,,,,,,,,,,01_01_00_07,01_24_00_07,01_25_03_07,
10260377,緑用バトラーハート,01_00_1425_01,01_26_130_01,01_09_183_00,01_02_0202_90,01_03_26_90,,,,01_06_189_00,01_06_12_05,,,,,,,,,,,01_21_18_01,,,,,,,,01_18_94_01,,,,,,null,01_24_01_54,01_25_03_54,
10260378,山吹用バトラーハート,01_00_1424_02,,01_09_183_00,01_02_0203_90,01_03_73_91,,,,01_06_237_00,01_06_12_56,,,,,,,,,,,01_21_18_03,,,,,,,,,,,,,,01_01_00_31,01_24_00_31,01_25_03_31,
10260379,菫用バトラーハート,01_00_1425_01,01_23_78_01,,01_02_0204_90,01_03_151_90,,,,01_06_12_02,01_06_78_00,,,,,,,,,,,01_21_18_04,,,,,,,,01_18_94_01,,,,,,null,null,null,
10260380,茜用バトラーハート,01_00_1425_02,,01_23_72_00,01_02_0205_90,01_03_23_90,,,01_04_36_90,,01_06_108_00,,,,,,,,,,,01_21_18_05,,,,,,,,01_18_94_00,,,,,,null,null,null,
10260381,杏用バトラーハート,01_00_1425_00,01_26_130_01,01_09_183_00,01_02_0206_90,01_03_126_90,,,01_06_71_00,,01_06_12_55,,,,,,,,01_18_23_00,,,01_21_18_06,,,,,,,,01_18_94_01,,,,,,null,01_24_01_104,01_25_03_104,
10260382,空用バトラーハート,01_00_1425_01,01_26_147_01,01_09_183_01,01_02_0207_90,01_03_136_90,,,01_04_96_90,,01_06_12_14,,,,,,,,,,,01_21_18_07,,,,,,,,01_18_94_00,,,,,,null,null,01_25_03_07,
10260383,胡桃用バトラーハート,01_00_1425_02,01_26_130_02,01_09_183_00,01_02_0208_90,00_03_219_90,,,01_04_132_90,,01_06_214_00,01_07_07_51,,,,01_08_51_00,00_16_85_00,,,,,01_21_13_52,,,,,,,,,,,,,,null,01_24_01_107,01_25_03_107,
10260384,若菜用バトラーハート,01_00_1424_00,,01_23_89_00,01_02_0209_90,01_03_220_90,,,01_04_133_90,,01_06_215_00,,,,,,00_16_84_00,,,,,01_21_13_51,,,,,,,,,,,,,,null,null,null,
10260385,白用バトラーハート,03_00_1424_00,,03_23_60_00,03_02_0210_90,03_03_197_90,03_05_145_00,,,,,03_05_180_00,,,,,,,03_18_03_14,,,03_21_18_09,,,,,,,,,,,,,,null,null,null,
10260386,黒用バトラーハート,05_00_1425_00,05_26_147_00,05_09_183_00,05_02_0211_90,05_03_62_09,,,,05_06_241_00,05_06_12_09,,,,,,,,05_18_04_50,,,05_21_18_08,,,,,,,,01_18_94_00,,,,,,null,null,05_25_03_07,
10260387,ネコマタ（茜）用学園ブレザー,1026_00_00_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
10260388,ネコマタ（藍）用お嬢様ワンピース,1026_00_00_55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
10260389,ネコマタ（杏）用,1026_00_00_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
10260390,ネコマタ（空）用ウエスタンワンピ,1026_00_00_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
10260391,ネコマタ（緑）用探偵服,1026_00_00_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
10260392,ネコマタ（菫）用カクテルドレス,1026_00_00_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
10260393,ネコマタ（山吹）用パイロットウェア,1026_00_00_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
10260394,ネコマタ（桃）用小悪魔アイドル服,1026_00_00_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
10260395,桃用ジョンベラハート(Ａタイプ・青),01_00_5144_00,01_26_258_00,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260396,桃用ジョンベラハート(Ｂタイプ・青),01_00_5144_10,01_26_258_00,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260397,桃用ジョンベラハート(Ｃタイプ・青),01_00_5144_20,01_26_258_00,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260398,桃用ジョンベラハート(Ｄタイプ・青),01_00_5144_30,01_26_258_00,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260399,桃用ジョンベラハート(Ｅタイプ・青),01_00_5144_40,01_26_258_00,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260400,桃用ジョンベラハート(Ｆタイプ・青),01_00_5144_50,01_26_258_00,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260401,桃用ジョンベラハート(Ｇタイプ・青),01_00_5144_60,01_26_258_00,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260402,桃用ジョンベラハート(Ｈタイプ・青),01_00_5144_70,01_26_258_00,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260403,桃用ジョンベラハート(Ｉタイプ・青),01_00_5144_80,01_26_258_00,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260404,桃用ジョンベラハート(Ｊタイプ・青),01_00_5144_90,01_26_258_00,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260405,桃用ジョンベラハート(Ａタイプ・黒),01_00_5144_01,01_26_258_01,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260406,桃用ジョンベラハート(Ｂタイプ・黒),01_00_5144_11,01_26_258_01,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260407,桃用ジョンベラハート(Ｃタイプ・黒),01_00_5144_21,01_26_258_01,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260408,桃用ジョンベラハート(Ｄタイプ・黒),01_00_5144_31,01_26_258_01,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260409,桃用ジョンベラハート(Ｅタイプ・黒),01_00_5144_41,01_26_258_01,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260410,桃用ジョンベラハート(Ｆタイプ・黒),01_00_5144_51,01_26_258_01,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260411,桃用ジョンベラハート(Ｇタイプ・黒),01_00_5144_61,01_26_258_01,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260412,桃用ジョンベラハート(Ｈタイプ・黒),01_00_5144_71,01_26_258_01,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260413,桃用ジョンベラハート(Ｉタイプ・黒),01_00_5144_81,01_26_258_01,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260414,桃用ジョンベラハート(Ｊタイプ・黒),01_00_5144_91,01_26_258_01,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260415,桃用ジョンベラハート(Ａタイプ・白),01_00_5144_02,01_26_258_02,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260416,桃用ジョンベラハート(Ｂタイプ・白),01_00_5144_12,01_26_258_02,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260417,桃用ジョンベラハート(Ｃタイプ・白),01_00_5144_22,01_26_258_02,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260418,桃用ジョンベラハート(Ｄタイプ・白),01_00_5144_32,01_26_258_02,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260419,桃用ジョンベラハート(Ｅタイプ・白),01_00_5144_42,01_26_258_02,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260420,桃用ジョンベラハート(Ｆタイプ・白),01_00_5144_52,01_26_258_02,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260421,桃用ジョンベラハート(Ｇタイプ・白),01_00_5144_62,01_26_258_02,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260422,桃用ジョンベラハート(Ｈタイプ・白),01_00_5144_72,01_26_258_02,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260423,桃用ジョンベラハート(Ｉタイプ・白),01_00_5144_82,01_26_258_02,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260424,桃用ジョンベラハート(Ｊタイプ・白),01_00_5144_92,01_26_258_02,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260425,桃用ジョンベラハート(Ａタイプ・緑),01_00_5144_03,01_26_258_03,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260426,桃用ジョンベラハート(Ｂタイプ・緑),01_00_5144_13,01_26_258_03,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260427,桃用ジョンベラハート(Ｃタイプ・緑),01_00_5144_23,01_26_258_03,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260428,桃用ジョンベラハート(Ｄタイプ・緑),01_00_5144_33,01_26_258_03,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260429,桃用ジョンベラハート(Ｅタイプ・緑),01_00_5144_43,01_26_258_03,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260430,桃用ジョンベラハート(Ｆタイプ・緑),01_00_5144_53,01_26_258_03,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260431,桃用ジョンベラハート(Ｇタイプ・緑),01_00_5144_63,01_26_258_03,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260432,桃用ジョンベラハート(Ｈタイプ・緑),01_00_5144_73,01_26_258_03,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260433,桃用ジョンベラハート(Ｉタイプ・緑),01_00_5144_83,01_26_258_03,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260434,桃用ジョンベラハート(Ｊタイプ・緑),01_00_5144_93,01_26_258_03,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260435,桃用ジョンベラハート(Ａタイプ・茶),01_00_5144_04,01_26_258_04,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260436,桃用ジョンベラハート(Ｂタイプ・茶),01_00_5144_14,01_26_258_04,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260437,桃用ジョンベラハート(Ｃタイプ・茶),01_00_5144_24,01_26_258_04,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260438,桃用ジョンベラハート(Ｄタイプ・茶),01_00_5144_34,01_26_258_04,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260439,桃用ジョンベラハート(Ｅタイプ・茶),01_00_5144_44,01_26_258_04,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260440,桃用ジョンベラハート(Ｆタイプ・茶),01_00_5144_54,01_26_258_04,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260441,桃用ジョンベラハート(Ｇタイプ・茶),01_00_5144_64,01_26_258_04,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260442,桃用ジョンベラハート(Ｈタイプ・茶),01_00_5144_74,01_26_258_04,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260443,桃用ジョンベラハート(Ｉタイプ・茶),01_00_5144_84,01_26_258_04,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260444,桃用ジョンベラハート(Ｊタイプ・茶),01_00_5144_94,01_26_258_04,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260445,桃用ジョンベラハート(Ａタイプ・赤),01_00_5144_05,01_26_258_05,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260446,桃用ジョンベラハート(Ｂタイプ・赤),01_00_5144_15,01_26_258_05,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260447,桃用ジョンベラハート(Ｃタイプ・赤),01_00_5144_25,01_26_258_05,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260448,桃用ジョンベラハート(Ｄタイプ・赤),01_00_5144_35,01_26_258_05,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260449,桃用ジョンベラハート(Ｅタイプ・赤),01_00_5144_45,01_26_258_05,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260450,桃用ジョンベラハート(Ｆタイプ・赤),01_00_5144_55,01_26_258_05,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260451,桃用ジョンベラハート(Ｇタイプ・赤),01_00_5144_65,01_26_258_05,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260452,桃用ジョンベラハート(Ｈタイプ・赤),01_00_5144_75,01_26_258_05,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260453,桃用ジョンベラハート(Ｉタイプ・赤),01_00_5144_85,01_26_258_05,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260454,桃用ジョンベラハート(Ｊタイプ・赤),01_00_5144_95,01_26_258_05,01_09_07_00,01_02_0200_90,01_03_73_90,01_06_12_15,,,,,,,,,,,,,,,01_21_18_00,,,,,,,,,,,,,,01_01_00_58,01_24_00_58,01_25_03_58,
10260455,緑用ジョンベラハート(Ａタイプ・青),01_00_5144_00,01_26_258_00,01_09_07_00,01_02_0202_90,01_03_26_90,01_06_12_05,,,,,,,,,,,,,,,01_21_18_01,,,,,,,,,,,,,,01_01_00_80,01_24_00_36,01_25_03_36,
10260456,緑用ジョンベラハート(Ｂタイプ・青),01_00_5144_10,01_26_258_00,01_09_07_00,01_02_0202_90,01_03_26_90,01_06_12_05,,,,,,,,,,,,,,,01_21_18_01,,,,,,,,,,,,,,01_01_00_80,01_24_00_36,01_25_03_36,
10260457,緑用ジョンベラハート(Ｃタイプ・青),01_00_5144_20,01_26_258_00,01_09_07_00,01_02_0202_90,01_03_26_90,01_06_12_05,,,,,,,,,,,,,,,01_21_18_01,,,,,,,,,,,,,,01_01_00_80,01_24_00_36,01_25_03_36,
10260458,緑用ジョンベラハート(Ｄタイプ・青),01_00_5144_30,01_26_258_00,01_09_07_00,01_02_0202_90,01_03_26_90,01_06_12_05,,,,,,,,,,,,,,,01_21_18_01,,,,,,,,,,,,,,01_01_00_80,01_24_00_36,01_25_03_36,
