#目前就是这个样子了 图章掉落禁止有数字以外的字符出现! 例如actcube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##,,,,体格,,,特殊情報,,,設定,基本パラメータ,,,,,,,,ステータス,,,,物理攻撃,,,魔法攻撃,,防御力,,,,ダメージ減少,,命中,,,回避,,,クリティカル,,,,攻撃速度,,,属性値,,,,,,,状態異常耐性,,,,,,,,,思考ID(通常）,,,,,,,,,,思考(出現),,思考ID(瀕死),,,,,,,,,,思考(終焉）,,カスタムAIID,,,,,,スキルリスト,,,,,,,,,,,,,,,経験値,,,,ドロップ,ドロップアイテム,,,,,,,,,旅人のメモ,,パーティ
#ID,名前,PICTID,種別ＩＤ,幅,長さ,スケール,飛行,アンデッド,モーションセット番号,LV,腕力,魔力,体力,器用,敏捷,知性,運,魅力,HP,SP,MP,速度,最小,最大,タイプ,最小,最大,物理－,物理％,魔法－,魔法％,物理ダメージ(％),魔法ダメージ(％),近接,遠隔,魔法,近接,遠隔,魔法,発生,回避,回復力,魔回復力,物理,詠唱,射程,無,火,水,風,土,光,闇,毒,石化,麻痺,睡眠,沈黙,鈍足,混乱,氷結,気絶,ID１,確率,ID2,確率,ID3,確率,ID4,確率,ID5,確率,ID,確率,ID１,確率,ID2,確率,ID3,確率,ID4,確率,ID5,確率,ID,確率,AIID1,確率1,AIID2,確率2,AIID3,確率3,攻撃スキル加算倍率,ＩＤ１,確率,ＩＤ２,確率,ＩＤ３,確率,ＩＤ４,確率,減少HP%分加算スキル,確率,減少HP%分減算スキル,確率,出現時使用スキルID,死亡時使用スキルID,EXP,JOB,WRP,信頼度,ID,アイテムID1,アイテムID2,アイテムID3,アイテムID4,アイテムID5,アイテムID6,アイテムID7,ID8（スタンプ）,ＩＤ8確率,掲載フラグ,解放ID,イベントフラグ
#0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
10260365,緑用ウィッチハート,10260365,MAGIC_CREATURE,0.95,0.95,0.95,0,0,0,1,85,88,18,78,90,60,76,81,1000,201,201,224,368,407,BLOW,165,479,124,47,498,13,481,371,119,435,170,297,426,191,306,372,346,125,105,279,179,0,0,0,0,0,0,0,39,86,45,85,100,100,16,88,26,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260366,山吹用ウィッチハート,10260366,MAGIC_CREATURE,1,1,1,0,0,0,1,37,30,31,75,40,20,71,50,1000,201,201,426,230,182,BLOW,101,119,479,59,291,33,249,238,282,297,160,357,155,150,224,296,428,328,334,369,150,0,0,0,0,0,0,0,39,95,33,68,41,27,24,11,109,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260367,菫用ウィッチハート,10260367,MAGIC_CREATURE,1,1,1,0,0,0,1,74,15,55,78,79,81,93,62,1000,201,201,301,426,476,BLOW,385,378,221,68,444,51,443,215,208,355,458,333,182,415,285,239,430,349,211,430,203,0,0,0,0,0,0,0,73,61,34,14,29,95,43,52,45,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260368,茜用ウィッチハート,10260368,MAGIC_CREATURE,1,1,1,0,0,0,1,30,25,103,17,76,11,92,39,1000,201,201,200,397,343,BLOW,460,498,318,104,331,61,412,109,147,167,135,404,209,416,423,187,387,296,125,248,324,0,0,0,0,0,0,0,11,82,95,74,43,63,88,58,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260369,杏用ウィッチハート,10260369,MAGIC_CREATURE,0.95,0.95,0.95,0,0,0,1,56,74,58,18,108,100,24,24,1000,201,201,352,458,393,BLOW,392,499,249,100,304,42,182,417,115,211,385,128,468,155,274,338,448,225,254,269,371,0,0,0,0,0,0,0,78,54,96,29,104,105,14,46,10,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260370,空用ウィッチハート,10260370,MAGIC_CREATURE,1,1,1,0,0,0,1,56,82,77,69,46,73,79,97,1000,201,201,452,376,349,BLOW,417,417,453,105,365,50,467,418,114,165,303,299,231,390,227,320,299,324,256,375,243,0,0,0,0,0,0,0,58,72,66,104,81,48,101,37,95,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260371,胡桃用ウィッチハート,10260371,MAGIC_CREATURE,1,1,1,0,0,85,1,95,58,48,30,66,31,106,105,1000,201,201,137,428,170,BLOW,352,421,396,16,427,80,224,155,221,457,157,404,229,201,413,224,122,147,108,411,292,0,0,0,0,0,0,0,90,85,40,101,100,61,48,37,76,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260372,若菜用ウィッチハート,10260372,MAGIC_CREATURE,1,1,1,0,0,85,1,70,108,42,47,25,62,68,70,1000,201,201,337,156,467,BLOW,120,104,449,21,348,83,277,242,250,335,485,329,221,390,484,324,299,208,333,203,129,0,0,0,0,0,0,0,19,44,75,28,17,79,78,12,36,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260373,白用ウィッチハート,10260373,MAGIC_CREATURE,1,1,1,0,0,0,1,101,48,81,26,67,11,65,93,1000,201,201,147,452,455,BLOW,421,207,107,36,471,109,313,408,364,255,121,483,450,255,360,451,476,216,275,359,379,0,0,0,0,0,0,0,10,71,88,31,14,43,44,16,19,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260374,黒用ウィッチハート,10260374,MAGIC_CREATURE,1,1,1,0,0,0,1,48,12,45,46,84,47,64,57,1000,201,201,138,305,499,BLOW,136,101,159,44,457,34,145,269,325,331,190,365,472,209,345,362,484,237,236,418,452,0,0,0,0,0,0,0,55,42,35,100,68,104,71,35,90,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260375,桃用バトラーハート,10260375,MAGIC_CREATURE,1,1,1,0,0,0,1,62,10,34,96,17,44,51,29,1000,201,201,352,248,451,BLOW,101,471,374,75,151,93,441,425,258,217,307,479,298,202,479,207,102,421,253,224,218,0,0,0,0,0,0,0,27,68,67,77,44,93,30,14,88,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260376,藍用バトラーハート,10260376,MAGIC_CREATURE,1,1,1,0,0,0,1,91,21,85,77,47,43,28,103,1000,201,201,468,427,318,BLOW,309,429,207,21,144,76,223,439,111,133,433,158,371,434,414,446,345,338,182,353,128,0,0,0,0,0,0,0,21,64,102,32,103,40,18,27,49,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260377,緑用バトラーハート,10260377,MAGIC_CREATURE,0.95,0.95,0.95,0,0,0,1,102,36,29,79,29,26,70,103,1000,201,201,339,114,367,BLOW,206,326,471,107,333,102,223,486,424,418,446,335,394,287,200,457,359,499,314,435,456,0,0,0,0,0,0,0,11,75,76,89,23,102,40,78,54,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260378,山吹用バトラーハート,10260378,MAGIC_CREATURE,1,1,1,0,0,0,1,90,52,25,74,104,62,33,17,1000,201,201,194,193,247,BLOW,369,255,456,86,329,99,198,238,248,432,477,210,408,467,218,228,127,201,334,132,440,0,0,0,0,0,0,0,69,10,28,83,96,33,76,108,34,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260379,菫用バトラーハート,10260379,MAGIC_CREATURE,1,1,1,0,0,0,1,25,60,12,67,52,81,40,82,1000,201,201,103,235,481,BLOW,130,219,465,98,202,92,380,196,393,248,377,334,233,236,237,402,366,256,236,398,243,0,0,0,0,0,0,0,63,102,14,43,66,33,19,65,96,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260380,茜用バトラーハート,10260380,MAGIC_CREATURE,1,1,1,0,0,0,1,38,31,26,24,74,54,38,104,1000,201,201,404,435,468,BLOW,106,478,403,33,499,26,221,279,200,122,147,339,115,412,455,439,374,172,175,407,224,0,0,0,0,0,0,0,103,61,17,42,97,12,68,62,65,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260381,杏用バトラーハート,10260381,MAGIC_CREATURE,0.95,0.95,0.95,0,0,0,1,64,10,66,26,44,17,104,102,1000,201,201,329,129,139,BLOW,320,401,138,65,349,76,180,251,422,271,218,371,311,241,257,253,269,274,161,386,109,0,0,0,0,0,0,0,66,60,45,37,59,16,22,108,27,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260382,空用バトラーハート,10260382,MAGIC_CREATURE,1,1,1,0,0,0,1,29,66,74,40,31,75,100,81,1000,201,201,253,426,210,BLOW,139,478,185,19,309,21,308,442,466,397,371,157,133,101,302,327,385,205,342,144,323,0,0,0,0,0,0,0,24,13,104,73,53,77,72,66,24,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260383,胡桃用バトラーハート,10260383,MAGIC_CREATURE,1,1,1,0,0,85,1,80,43,92,12,81,72,37,37,1000,201,201,169,182,192,BLOW,412,327,359,79,462,105,354,199,346,266,236,389,355,177,388,456,210,155,107,330,483,0,0,0,0,0,0,0,58,46,100,81,103,54,22,21,97,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260384,若菜用バトラーハート,10260384,MAGIC_CREATURE,1,1,1,0,0,85,1,81,88,47,44,49,55,39,80,1000,201,201,154,193,285,BLOW,110,215,207,62,479,25,359,271,302,453,357,304,174,211,477,279,402,384,482,270,151,0,0,0,0,0,0,0,31,66,34,22,33,73,91,67,106,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260385,白用バトラーハート,10260385,MAGIC_CREATURE,1,1,1,0,0,0,1,75,81,62,39,60,51,34,108,1000,201,201,235,167,415,BLOW,131,225,318,51,401,16,237,302,491,124,469,256,184,413,297,249,252,459,177,412,143,0,0,0,0,0,0,0,77,23,26,14,78,26,75,27,67,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260386,黒用バトラーハート,10260386,MAGIC_CREATURE,1,1,1,0,0,0,1,92,49,35,35,21,68,35,89,1000,201,201,367,383,178,BLOW,336,275,283,85,445,60,137,410,159,499,467,421,313,259,427,490,197,233,490,214,336,0,0,0,0,0,0,0,43,26,71,42,102,20,11,33,60,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260387,ネコマタ（茜）用学園ブレザー,10260387,MAGIC_CREATURE,1,1,1,0,0,0,1,75,68,72,86,52,39,63,46,1000,201,201,193,136,377,BLOW,166,112,388,39,436,37,232,312,332,231,112,404,429,405,247,316,400,337,106,456,489,0,0,0,0,0,0,0,58,85,63,33,58,26,37,39,30,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260388,ネコマタ（藍）用お嬢様ワンピース,10260388,MAGIC_CREATURE,1,1,1,0,0,0,1,91,64,24,48,75,46,82,11,1000,201,201,368,270,463,BLOW,229,464,326,56,104,66,189,466,292,190,195,406,471,472,252,243,307,262,464,159,105,0,0,0,0,0,0,0,107,81,64,36,96,46,104,48,24,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260389,ネコマタ（杏）用勇者服,10260389,MAGIC_CREATURE,0.95,0.95,0.95,0,0,0,1,10,104,23,58,42,71,91,88,1000,201,201,417,253,320,BLOW,372,276,339,20,315,10,262,299,408,276,148,331,395,187,363,223,231,386,386,205,424,0,0,0,0,0,0,0,58,81,28,107,47,76,50,31,85,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260390,ネコマタ（空）用ウエスタンワンピ,10260390,MAGIC_CREATURE,1,1,1,0,0,0,1,40,42,108,36,96,56,98,38,1000,201,201,335,426,315,BLOW,118,446,216,55,160,23,376,105,304,472,126,489,400,269,174,120,209,294,257,367,273,0,0,0,0,0,0,0,68,21,23,44,35,64,31,38,35,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260391,ネコマタ（緑）用探偵服,10260391,MAGIC_CREATURE,0.95,0.95,0.95,0,0,0,1,62,99,104,22,56,101,68,93,1000,201,201,101,184,390,BLOW,436,425,117,25,121,47,377,239,357,173,225,123,105,484,231,261,137,226,359,165,231,0,0,0,0,0,0,0,37,80,70,71,105,62,77,104,70,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260392,ネコマタ（菫）用カクテルドレス,10260392,MAGIC_CREATURE,1,1,1,0,0,0,1,15,59,89,103,30,26,47,18,1000,201,201,101,157,456,BLOW,465,139,387,72,104,34,237,310,263,388,411,216,419,402,291,412,162,318,205,469,327,0,0,0,0,0,0,0,32,20,11,98,57,64,54,62,60,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260393,ネコマタ（山吹）パイロットウェア,10260393,MAGIC_CREATURE,1,1,1,0,0,0,1,20,38,23,27,85,21,70,15,1000,201,201,258,261,487,BLOW,292,179,161,89,391,83,242,238,138,454,293,300,150,158,319,296,406,413,165,180,448,0,0,0,0,0,0,0,24,51,109,41,27,78,108,10,26,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10260394,ネコマタ（桃）用小悪魔アイドル服,10260394,MAGIC_CREATURE,1,1,1,0,0,0,1,72,24,57,93,38,18,108,104,1000,201,201,378,477,211,BLOW,145,120,121,95,481,15,338,438,473,321,285,269,398,156,292,268,359,395,496,232,426,0,0,0,0,0,0,0,89,93,82,28,59,60,59,14,91,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10265000,ムツキ用シャーマンハート（青）,19010091,MAGIC_CREATURE,1,1,1,0,0,16,1,96,45,105,99,48,91,67,69,1000,201,201,159,442,420,BLOW,268,177,459,43,462,43,495,265,369,116,468,340,292,408,234,297,255,150,267,383,104,0,0,0,0,0,0,0,80,46,35,13,64,78,87,22,30,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10265100,キサラギ用盗賊ハート（紺）,19010093,MAGIC_CREATURE,1,1,1,0,0,21,1,49,22,57,81,107,82,84,101,1000,201,201,456,221,421,BLOW,240,468,387,94,288,44,452,329,340,219,339,123,372,344,362,376,325,487,247,204,355,0,0,0,0,0,0,0,72,79,17,65,53,92,83,102,31,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10265200,ヤヨイのカンフーハート（ドレス）,19010095,MAGIC_CREATURE,1,1,0.95,0,0,161,1,10,85,82,63,58,53,100,37,1000,201,201,243,181,326,BLOW,136,474,498,90,465,32,175,129,384,125,217,246,222,124,405,445,402,309,242,398,134,0,0,0,0,0,0,0,85,62,58,74,49,28,64,63,41,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,null,10032800,10001805,10032803,null,10034507,10034508,,0,0,0,0
10270000,天使之羽,10270000,MAGIC_CREATURE,1,1,1,1,0,0,28,10,45,10,13,36,10,1,1,232,255,255,120,21,30,SLASH,90,110,10,15,57,26,0,0,79,110,52,48,0,14,5,34,100,1,400,400,1,0,0,0,0,0,30,0,255,120,255,255,255,255,255,120,255,25,100,0,0,0,0,0,0,0,0,0,0,25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7571,100,0,0,0,0,0,0,0,0,0,0,0,0,110,135,0,0,17,null,10018208,10001200,90000045,10011600,null,10000604,,0,1,170,0
10270001,无限回廊的天使之羽,10270000,MAGIC_CREATURE,1,1,1,1,0,0,47,10,45,10,13,36,10,1,1,900,255,255,250,120,134,SLASH,200,266,85,25,89,20,0,0,50,0,184,110,0,200,3,1,100,1,100,200,1,0,0,0,0,0,25,0,10,200,50,50,200,100,255,100,100,25,100,0,0,0,0,0,0,0,0,0,0,25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7571,100,0,0,0,0,0,0,0,0,0,0,0,0,65,115,0,0,17,null,null,null,null,null,null,null,,0,1,529,0
10270002,シャイニングフェザー,10270000,MAGIC_CREATURE,1,1,1.2,1,0,0,59,30,26,46,90,85,61,93,15,1000,201,201,338,281,272,BLOW,142,156,356,87,237,107,150,450,484,158,104,302,236,191,103,215,365,246,448,336,154,0,0,0,0,0,30,0,16,97,26,43,25,23,86,56,53,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9669,9499,0,0,6,null,10018207,10001200,10056903,90000043,90000045,90000043,,0,1,990,0
10270100,红色天使之羽,10270100,MAGIC_CREATURE_BOSS_SKILL_NOTPTDROPRANGE,1,1,1,1,0,0,145,40,80,60,80,60,80,50,80,100000,0,0,750,800,1000,STAB,3000,4000,400,30,280,50,0,0,315,225,290,125,0,200,25,25,500,500,265,350,1,0,50,0,0,0,0,0,255,255,250,255,255,200,255,255,255,82,100,0,0,0,0,0,0,0,0,0,0,82,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7538,6,7542,3,7543,3,0,88,0,0,0,0,0,0,210000,220000,0,0,41,null,null,null,null,null,null,null,,0,0,0,0
10270400,蓝色天使之羽,10270400,MAGIC_CREATURE_BOSS_SKILL_NOTPTDROPRANGE,1,1,1,1,0,0,145,40,80,60,80,60,80,50,80,100000,0,0,750,800,1000,STAB,3000,4000,400,30,280,50,0,0,315,225,290,125,0,200,25,25,500,500,265,350,1,0,0,50,0,0,0,0,255,255,250,250,250,200,255,250,250,82,100,0,0,0,0,0,0,0,0,0,0,82,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7539,6,7542,3,7543,3,0,88,0,0,0,0,0,0,210000,220000,0,0,41,null,null,null,null,null,null,null,,0,0,0,0
10270500,黄色天使之羽,10270800,MAGIC_CREATURE_BOSS_SKILL_NOTPTDROPRANGE,1,1,1,1,0,0,145,40,80,60,80,60,80,50,80,100000,0,0,750,800,1000,STAB,3000,4000,400,30,280,50,0,0,315,225,290,125,0,200,25,25,500,500,265,350,1,0,0,0,50,0,0,0,255,255,250,250,250,200,255,250,250,82,100,0,0,0,0,0,0,0,0,0,0,82,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7540,6,7542,3,7543,3,0,88,0,0,0,0,0,0,210000,220000,0,0,41,null,null,null,null,null,null,null,,0,0,0,0
10270800,绿色天使之羽,10270500,MAGIC_CREATURE_BOSS_SKILL_NOTPTDROPRANGE,1,1,1,1,0,0,145,40,80,60,80,60,80,50,80,100000,0,0,750,800,1000,STAB,3000,4000,400,30,280,50,0,0,315,225,290,125,0,200,25,25,500,500,265,350,1,0,0,0,0,50,0,0,255,255,250,250,250,200,255,250,250,82,100,0,0,0,0,0,0,0,0,0,0,82,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7541,6,7542,3,7543,3,0,88,0,0,0,0,0,0,210000,220000,0,0,41,null,null,null,null,null,null,null,,0,0,0,0
10271000,黑暗之羽,10271000,MAGIC_CREATURE,1,1,1,1,0,0,35,12,50,13,17,36,10,1,1,300,255,255,190,24,36,SLASH,110,170,11,8,84,50,0,0,99,110,52,20,0,200,10,34,100,1,400,400,1,0,0,0,0,0,0,50,255,120,255,255,255,255,255,120,255,24,100,0,0,0,0,0,0,0,0,0,0,25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7535,60,7533,40,0,0,0,0,0,0,0,0,0,0,280,340,0,0,17,null,10018209,10024900,90000045,null,10000604,10009500,10050956,0,1,334,0
10271001,无限回廊的黑暗之羽,10271000,MAGIC_CREATURE,1,1,1,1,0,0,43,50,50,13,17,36,10,1,1,800,255,255,190,64,66,SLASH,130,190,51,38,104,38,0,0,119,130,72,50,0,38,1,1,100,1,400,350,1,0,0,0,0,0,0,20,10,200,50,50,200,100,255,100,100,25,100,0,0,0,0,0,0,0,0,0,0,25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7535,100,0,0,0,0,0,0,0,0,0,0,0,0,30,40,0,0,17,null,null,null,null,null,null,null,,0,1,544,0
10271002,灾厄之羽,10271000,MAGIC_CREATURE_SKILL,1,1,1.2,1,0,0,60,12,50,13,17,36,10,1,1,300,255,255,190,24,36,SLASH,110,170,11,8,84,50,0,0,99,110,52,20,0,200,10,34,100,1,400,400,1,0,50,50,50,50,0,255,255,120,255,255,255,255,255,120,255,38,100,0,0,0,0,0,0,0,0,0,0,38,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7504,80,7533,20,0,0,0,0,7708,100,7505,100,0,0,180,500,0,0,17,null,null,null,null,null,null,null,,0,0,0,0
