#髪型設定ファイル,,,,,,,,,
#アイテムの髪設定,,,,,ウィンドウ表示メッセージ,,,,
#アイテムID,性別,髪型ID,髪型オプションID,管理グループ,髪型名,オプション名,髪型変更前NPCセリフ,髪型変更後NPCセリフ,備考
10075210,1,105,-1,0,歌姫のゴージャスな髪型,なし,わぁ～お♪$R君は『歌姫の紹介状（ゴージャス）』を$R持っているのかい！？$R$R$R……フン♪フフ～ン♪$R音楽っていいよね～♪$R$R音楽はボクたちの荒んだ心を癒し$R心を豊かにしてくれる♪$R$R$R♪～……ッ！！$R$Rき、きたーッ！$Rこのボクの頭から足の爪先まで$Rビビビッってきたよ～！$R$R$R今ならキミに｢音｣を感じる$R素敵な髪型を送ることが出来そうだよ$R$R『歌姫の紹介状（ゴージャス）』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,歌姫の紹介状（ゴージャス）
10075207,2,101,73,0,歌唄風の髪型,なし,わぁ～お♪$R君は『しゅごキャラ！の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『しゅごキャラ！の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,しゅごキャラ！の紹介状
10075207,2,102,-1,1,唯世風の髪型,なし,わぁ～お♪$R君は『しゅごキャラ！の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『しゅごキャラ！の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,しゅごキャラ！の紹介状
10075208,2,103,74,0,あむちゃん風の髪型,なし,わぁ～お♪$R君は『あむちゃんの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$Rどうだい？$R『あむちゃんの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,あむちゃんの紹介状
10075209,2,104,-1,0,イクト風の髪型,なし,わぁ～お♪$R君は『イクトの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$Rどうだい？$R『イクトの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,イクトの紹介状
10075211,0,106,-1,0,ナチュラルショート,なし,わぁ～お♪$R君は『わがまま紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『わがまま紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R$Pやっぱり、ランダムショートが$R良いって言うなら$Rいつでもセットしてあげるから$Rまたおいでよ。,わがまま紹介状
10075211,0,107,-1,0,ランダムショート,なし,わぁ～お♪$R君は『わがまま紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『わがまま紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R$Pやっぱり、ナチュラルショートが$R良いって言うなら$Rいつでもセットしてあげるから$Rまたおいでよ。,わがまま紹介状
10075211,1,106,-1,0,ウェーブセミロング,なし,わぁ～お♪$R君は『わがまま紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『わがまま紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R$Pやっぱり、ウェーブツインテールが$R良いって言うなら$Rいつでもセットしてあげるから$Rまたおいでよ。,わがまま紹介状
10075211,1,107,76,0,ウェーブツインテール,なし,わぁ～お♪$R君は『わがまま紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『わがまま紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R$Pやっぱり、ウェーブセミロングが$R良いって言うなら$Rいつでもセットしてあげるから$Rまたおいでよ。,わがまま紹介状
10075212,2,108,77,0,ロング三つ編みおさげ,なし,わぁ～お♪$R君は『ライブの紹介状』を$R持っているのかい！？$R$R$Rそうだよね、ライブの前は$R気合を入れないとね。$Rわかるよ～その気持ち！$R$R$R僕もなんだか興奮して$Rきちゃったよ！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ライブの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ライブの紹介状
10075212,2,109,-1,1,セミロング三つ編みおさげ,なし,わぁ～お♪$R君は『ライブの紹介状』を$R持っているのかい！？$R$R$Rそうだよね、ライブの前は$R気合を入れないとね。$Rわかるよ～その気持ち！$R$R$R僕もなんだか興奮して$Rきちゃったよ！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ライブの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ライブの紹介状
10075213,1,65,61,0,ロングツインテール,なし,わぁ～お♪$R君は『妹の紹介状』を$R持っているのかい！？$R$R$Rじゃあ君は僕にとって$R特別な特別なお客様だよ！$R$R$R僕のとっておきのテクニックで$R君の髪にスペシャルでフェミニンな$Rセットをしてあげる！$R$R$Rどうだい？$R『妹の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,妹の紹介状
10075214,2,110,-1,0,ゆるふわショート,なし,わぁ～お♪$R君は『ふんわり紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$R春の息吹を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ふんわり紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ふんわり紹介状
10075214,2,111,78,1,ふんわりサイドテール,リボン付き,わぁ～お♪$R君は『ふんわり紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$R春の息吹を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ふんわり紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rリボンは気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,ふんわり紹介状
10075214,2,111,79,1,ふんわりサイドテール,リボンなし,わぁ～お♪$R君は『ふんわり紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$R春の息吹を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ふんわり紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり、リボンが欲しいって$R言うならいつでも付けてあげるから$Rまたおいでよ。,ふんわり紹介状
10075215,2,112,-1,0,ヘアピン付きロング,なし,わぁ～お♪$R君は『上級生の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『上級生の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,上級生の紹介状
10075215,2,113,80,1,セミロング,なし,わぁ～お♪$R君は『上級生の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『上級生の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,上級生の紹介状
10075216,2,114,-1,0,優等生風ショート,なし,わぁ～お♪$R君は『新入生の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『新入生の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,新入生の紹介状
10075216,2,115,-1,1,前流しお下げ,なし,わぁ～お♪$R君は『新入生の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『新入生の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,新入生の紹介状
10075217,0,116,-1,0,チェスの髪型,なし,わぁ～お♪$R君は『チェスの紹介状』を$R持っているのかい！？$R$R$R……フン♪フフ～ン♪$Rチェスっていいよね～♪$R$R知っているかい？$Rチェスって言うのは単なる$Rお遊びではないんだよ！$R$R$Rそうッ！！$R$Rこれはスポーツであり！$R芸術でもあるんだよッ！$R$R$R……っと熱くなってみたものの$R興味が……なさそうな$R顔をしているね……。$R$R$Rさ、さぁ『チェスの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,チェスの紹介状 
10075217,1,116,81,1,チェスの髪型,なし,わぁ～お♪$R君は『チェスの紹介状』を$R持っているのかい！？$R$R$R……フン♪フフ～ン♪$Rチェスっていいよね～♪$R$R知っているかい？$Rチェスって言うのは単なる$Rお遊びではないんだよ！$R$R$Rそうッ！！$R$Rこれはスポーツであり！$R芸術でもあるんだよッ！$R$R$R……っと熱くなってみたものの$R興味が……なさそうな$R顔をしているね……。$R$R$Rさ、さぁ『チェスの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,チェスの紹介状 
